  5 laumens   0   1   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
  5 laumens   0   2   3 c:\stim\ecopd1\bild/neg (4)s (Large).bmp
  5 laumens   0   3  18 c:\stim\ecopd1\bild/neg (19)s (Large).bmp
  5 laumens   0   4  21 c:\stim\ecopd1\bild/neg (22)s (Large).bmp
  6 tewok   0   0  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
  6 tewok   0   1   2 c:\stim\ecopd1\bild/neg (3)s (Large).bmp
  6 tewok   0   2  23 c:\stim\ecopd1\bild/neg (24)s (Large).bmp
  6 tewok   0   3   9 c:\stim\ecopd1\bild/neg (10)s (Large).bmp
  6 tewok   0   4  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
  7 sleshen   0   0  12 c:\stim\ecopd1\bild/neg (13)s (Large).bmp
  7 sleshen   0   1   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
  7 sleshen   0   2   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
  7 sleshen   0   3  24 c:\stim\ecopd1\bild/neg (25)s (Large).bmp
  7 sleshen   0   4  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
  8 kiwehon   0   0  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
  8 kiwehon   0   1   1 c:\stim\ecopd1\bild/neg (2)s (Large).bmp
  8 kiwehon   0   2  22 c:\stim\ecopd1\bild/neg (23)s (Large).bmp
  8 kiwehon   0   3  11 c:\stim\ecopd1\bild/neg (12)s (Large).bmp
  8 kiwehon   0   4  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
  9 yosud   0   0  17 c:\stim\ecopd1\bild/neg (18)s (Large).bmp
  9 yosud   0   1   4 c:\stim\ecopd1\bild/neg (5)s (Large).bmp
  9 yosud   0   2  20 c:\stim\ecopd1\bild/neg (21)s (Large).bmp
  9 yosud   0   3   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
  9 yosud   0   4   7 c:\stim\ecopd1\bild/neg (8)s (Large).bmp
 10 frask   0   0   5 c:\stim\ecopd1\bild/neg (6)s (Large).bmp
 10 frask   0   1  19 c:\stim\ecopd1\bild/neg (20)s (Large).bmp
 10 frask   0   2  16 c:\stim\ecopd1\bild/neg (17)s (Large).bmp
 10 frask   0   3   0 c:\stim\ecopd1\bild/neg (1)s (Large).bmp
 10 frask   0   4  13 c:\stim\ecopd1\bild/neg (14)s (Large).bmp
 11 permife   0   0   6 c:\stim\ecopd1\bild/neg (7)s (Large).bmp
 11 permife   0   1  15 c:\stim\ecopd1\bild/neg (16)s (Large).bmp
 11 permife   0   2  14 c:\stim\ecopd1\bild/neg (15)s (Large).bmp
 11 permife   0   3   8 c:\stim\ecopd1\bild/neg (9)s (Large).bmp
 11 permife   0   4  10 c:\stim\ecopd1\bild/neg (11)s (Large).bmp
 12 hiwawa   1   0   0 c:\stim\ecopd1\bild/pos (1)s (Large).bmp
 12 hiwawa   1   1   1 c:\stim\ecopd1\bild/pos (2)s (Large).bmp
 12 hiwawa   1   2  21 c:\stim\ecopd1\bild/pos (22)s (Large).bmp
 12 hiwawa   1   3  16 c:\stim\ecopd1\bild/pos (17)s (Large).bmp
 12 hiwawa   1   4  23 c:\stim\ecopd1\bild/pos (24)s (Large).bmp
 13 hilejin   1   0  20 c:\stim\ecopd1\bild/pos (21)s (Large).bmp
 13 hilejin   1   1  19 c:\stim\ecopd1\bild/pos (20)s (Large).bmp
 13 hilejin   1   2   2 c:\stim\ecopd1\bild/pos (3)s (Large).bmp
 13 hilejin   1   3   9 c:\stim\ecopd1\bild/pos (10)s (Large).bmp
 13 hilejin   1   4  14 c:\stim\ecopd1\bild/pos (15)s (Large).bmp
 14 umeuken   1   0   5 c:\stim\ecopd1\bild/pos (6)s (Large).bmp
 14 umeuken   1   1   6 c:\stim\ecopd1\bild/pos (7)s (Large).bmp
 14 umeuken   1   2  18 c:\stim\ecopd1\bild/pos (19)s (Large).bmp
 14 umeuken   1   3  24 c:\stim\ecopd1\bild/pos (25)s (Large).bmp
 14 umeuken   1   4  17 c:\stim\ecopd1\bild/pos (18)s (Large).bmp
 15 obacu   1   0  13 c:\stim\ecopd1\bild/pos (14)s (Large).bmp
 15 obacu   1   1   3 c:\stim\ecopd1\bild/pos (4)s (Large).bmp
 15 obacu   1   2  11 c:\stim\ecopd1\bild/pos (12)s (Large).bmp
 15 obacu   1   3   8 c:\stim\ecopd1\bild/pos (9)s (Large).bmp
 15 obacu   1   4   4 c:\stim\ecopd1\bild/pos (5)s (Large).bmp
 16 molkate   1   0  12 c:\stim\ecopd1\bild/pos (13)s (Large).bmp
 16 molkate   1   1  15 c:\stim\ecopd1\bild/pos (16)s (Large).bmp
 16 molkate   1   2  10 c:\stim\ecopd1\bild/pos (11)s (Large).bmp
 16 molkate   1   3  22 c:\stim\ecopd1\bild/pos (23)s (Large).bmp
 16 molkate   1   4   7 c:\stim\ecopd1\bild/pos (8)s (Large).bmp
 17 larnist   1   0  20 c:\stim\ecopd1\bild/pos (21)s (Large).bmp
 17 larnist   1   1  15 c:\stim\ecopd1\bild/pos (16)s (Large).bmp
 17 larnist   1   2   5 c:\stim\ecopd1\bild/pos (6)s (Large).bmp
 17 larnist   1   3  18 c:\stim\ecopd1\bild/pos (19)s (Large).bmp
 17 larnist   1   4  17 c:\stim\ecopd1\bild/pos (18)s (Large).bmp
 18 furasti   1   0  23 c:\stim\ecopd1\bild/pos (24)s (Large).bmp
 18 furasti   1   1  19 c:\stim\ecopd1\bild/pos (20)s (Large).bmp
 18 furasti   1   2  24 c:\stim\ecopd1\bild/pos (25)s (Large).bmp
 18 furasti   1   3   7 c:\stim\ecopd1\bild/pos (8)s (Large).bmp
 18 furasti   1   4  14 c:\stim\ecopd1\bild/pos (15)s (Large).bmp
 19 schese   1   0   6 c:\stim\ecopd1\bild/pos (7)s (Large).bmp
 19 schese   1   1  13 c:\stim\ecopd1\bild/pos (14)s (Large).bmp
 19 schese   1   2   1 c:\stim\ecopd1\bild/pos (2)s (Large).bmp
 19 schese   1   3   0 c:\stim\ecopd1\bild/pos (1)s (Large).bmp
 19 schese   1   4   8 c:\stim\ecopd1\bild/pos (9)s (Large).bmp
 20 botsy   1   0  22 c:\stim\ecopd1\bild/pos (23)s (Large).bmp
 20 botsy   1   1   4 c:\stim\ecopd1\bild/pos (5)s (Large).bmp
 20 botsy   1   2   9 c:\stim\ecopd1\bild/pos (10)s (Large).bmp
 20 botsy   1   3  16 c:\stim\ecopd1\bild/pos (17)s (Large).bmp
 20 botsy   1   4   2 c:\stim\ecopd1\bild/pos (3)s (Large).bmp
 21 noste   1   0   3 c:\stim\ecopd1\bild/pos (4)s (Large).bmp
 21 noste   1   1  21 c:\stim\ecopd1\bild/pos (22)s (Large).bmp
 21 noste   1   2  10 c:\stim\ecopd1\bild/pos (11)s (Large).bmp
 21 noste   1   3  11 c:\stim\ecopd1\bild/pos (12)s (Large).bmp
 21 noste   1   4  12 c:\stim\ecopd1\bild/pos (13)s (Large).bmp
 22 uwimor   1   0   3 c:\stim\ecopd1\bild/pos (4)s (Large).bmp
 22 uwimor   1   1  19 c:\stim\ecopd1\bild/pos (20)s (Large).bmp
 22 uwimor   1   2  24 c:\stim\ecopd1\bild/pos (25)s (Large).bmp
 22 uwimor   1   3   5 c:\stim\ecopd1\bild/pos (6)s (Large).bmp
 22 uwimor   1   4   7 c:\stim\ecopd1\bild/pos (8)s (Large).bmp
 23 botuyn   1   0   8 c:\stim\ecopd1\bild/pos (9)s (Large).bmp
 23 botuyn   1   1  13 c:\stim\ecopd1\bild/pos (14)s (Large).bmp
 23 botuyn   1   2  15 c:\stim\ecopd1\bild/pos (16)s (Large).bmp
 23 botuyn   1   3  11 c:\stim\ecopd1\bild/pos (12)s (Large).bmp
 23 botuyn   1   4  20 c:\stim\ecopd1\bild/pos (21)s (Large).bmp
