ParticipantNumber	Length	US	CS	Answer	CorrectVariable	computerName	timeStamp
13	171	USneg278.wav	18.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg501.wav	17.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos810.wav	07.png	07.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos817.wav	19.png	31.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg625.wav	06.png	17.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos110.wav	31.png	39.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu368.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos815.wav	07.png	39.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu368.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos817.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos110.wav	19.png	19.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu367.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos816.wav	31.png	39.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg296.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos817.wav	31.png	31.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg501.wav	18.png	17.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos810.wav	19.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg624.wav	18.png	19.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg711.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos809.wav	31.png	31.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos110.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu171.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos172.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos810.wav	31.png	31.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos811.wav	31.png	31.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg279.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg711.wav	17.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg279.wav	17.png	19.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg719.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg501.wav	06.png	07.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg278.wav	06.png	19.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos816.wav	19.png	19.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg278.wav	17.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu206.wav	MotivationCS21.png	MotivationCS01.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos811.wav	07.png	23.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos820.wav	31.png	31.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg712.wav	18.png	17.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu375.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos820.wav	19.png	19.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg296.wav	06.png	06.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg296.wav	18.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg296.wav	17.png	17.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos725.wav	19.png	19.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg624.wav	06.png	31.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos815.wav	19.png	17.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu375.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg719.wav	18.png	17.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu221.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos725.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu109.wav	MotivationCS21.png	18.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu365.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos725.wav	07.png	18.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg624.wav	17.png	17.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu270.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos110.wav	07.png	23.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg625.wav	18.png	23.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos810.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos817.wav	07.png	06.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos172.wav	07.png	17.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg285.wav	17.png	19.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos172.wav	31.png	31.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg278.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg625.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos809.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos815.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USpos811.wav	19.png	07.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu365.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USpos820.wav	39.png	39.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg285.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	175	USneu722.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg501.wav	23.png	23.png	1	versuchneu10	2015-06-02_13.09.41.339000
13	171	USneg279.wav	06.png	18.png	0	versuchneu10	2015-06-02_13.09.41.339000
13	230	USneg719.wav	17.png	18.png	0	versuchneu10	2015-06-02_13.09.41.339000
