ParticipantNumber	Length	US	CS	Answer	CorrectVariable	computerName	timeStamp
95	175	USneu375.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos809.wav	19.png	19.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos820.wav	31.png	31.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg278.wav	23.png	19.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg625.wav	39.png	39.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos811.wav	07.png	39.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg711.wav	23.png	39.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos172.wav	19.png	39.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu722.wav	MotivationCS01.png	MotivationCS21.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos809.wav	06.png	06.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg712.wav	18.png	18.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos725.wav	19.png	07.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg711.wav	39.png	23.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos817.wav	19.png	17.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos725.wav	06.png	06.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu206.wav	MotivationCS21.png	MotivationCS21.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg285.wav	17.png	17.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg501.wav	18.png	18.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos809.wav	31.png	07.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg279.wav	17.png	17.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg279.wav	18.png	18.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos725.wav	07.png	39.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg501.wav	39.png	07.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg501.wav	23.png	19.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos815.wav	06.png	06.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg624.wav	17.png	17.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu368.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos817.wav	06.png	06.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos172.wav	06.png	06.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg296.wav	39.png	07.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg279.wav	39.png	39.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg711.wav	17.png	17.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos817.wav	07.png	06.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu367.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu365.wav	MotivationCS21.png	MotivationCS01.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos110.wav	31.png	31.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	230	USneg296.wav	17.png	19.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu221.wav	MotivationCS21.png	07.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg624.wav	39.png	23.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos815.wav	19.png	31.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg285.wav	23.png	17.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USneg278.wav	39.png	31.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos172.wav	07.png	23.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos810.wav	19.png	06.png	0	versuchneu6	2015-06-10_14.56.47.985000
95	230	USpos810.wav	06.png	06.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu221.wav	MotivationCS01.png	MotivationCS01.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	171	USpos809.wav	07.png	07.png	1	versuchneu6	2015-06-10_14.56.47.985000
95	175	USneu368.wav	MotivationCS21.png	07.png	0	versuchneu6	2015-06-10_14.56.47.985000
