Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(6 x 3) + 10 = 27 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,0,0,8,,,,,,,,,492.8998479999136,,,,,,,,491.86846859997604,492.8720370999072,,,,,['button_incorrect'],[4.311015899991617],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,492.88825159997214,492.8998479999136,497.20459879992995,[-0.29444444444444445],[-0.4166666666666667],[1],[0],[0],[4.311015899991617],['button_incorrect'],497.20526009995956,498.20814099989366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(9 x 5) - 9 = 36 ,Correct,button_correct,,,,,,,,,,,,,0,1,1,4,,,,,,,,,498.21823729993775,,,,,,,,,,,,,,['button_correct'],[3.3809822999173775],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,498.2083331999602,498.21823729993775,501.5925373999635,[0.37592592592592594],[-0.41944444444444445],[1],[0],[0],[3.3809822999173775],['button_correct'],501.5930413999595,502.59622690000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(4 : 2) + 4 = 6 ,Correct,button_correct,,,,,,,,,,,,,0,2,2,1,,,,,,,,,502.6063058999134,,,,,,,,,,,,,,['button_correct'],[2.900215100031346],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,502.5964152999222,502.6063058999134,505.4990509999916,[0.3787037037037037],[-0.4009259259259259],[1],[0],[0],[2.900215100031346],['button_correct'],505.49944519996643,506.5025809999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(28 : 7) - 3 = 1 ,Correct,button_correct,,,,,,,,,,,,,0,3,3,0,,,,,,,,,506.5125608999515,,,,,,,,,,,,,,['button_correct'],[3.0395171999698505],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,506.50277629995253,506.5125608999515,509.5456368000014,[0.39537037037037037],[-0.3814814814814815],[1],[0],[0],[3.0395171999698505],['button_correct'],509.5460120999487,510.54927919991314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(40 : 5) + 8 = 15 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,4,4,7,,,,,,,,,510.55926239991095,,,,,,,,,,,,,,['button_incorrect'],[2.9618022000649944],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,510.54946939996444,510.55926239991095,513.5129860999295,[-0.29259259259259257],[-0.38055555555555554],[1],[0],[0],[2.9618022000649944],['button_incorrect'],513.5133871999569,514.51568699989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(7 x 6) + 9 = 48 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,5,5,9,,,,,,,,,514.5256720999023,,,,,,,,,,,,,,['button_incorrect'],[2.8199666999280453],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,514.5158746999223,514.5256720999023,517.3375328999246,[-0.2953703703703704],[-0.3907407407407407],[1],[0],[0],[2.8199666999280453],['button_incorrect'],517.3379054999677,518.3414459999185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(80 : 10) + 9 = 17 ,Correct,button_correct,,,,,,,,,,,,,0,6,6,3,,,,,,,,,518.3514402000001,,,,,,,,,,,,,,['button_correct'],[2.9615534000331536],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,518.3416340999538,518.3514402000001,521.3050696999999,[0.2777777777777778],[-0.4046296296296296],[1],[0],[0],[2.9615534000331536],['button_correct'],521.3054757999489,522.3078941999702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(2 x 5) + 3 = 13 ,Correct,button_correct,,,,,,,,,,,,,0,7,7,2,,,,,,,,,522.317829299951,,,,,,,,,,,,,,['button_correct'],[2.4694596000481397],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,522.308087799931,522.317829299951,524.7792609999888,[0.37407407407407406],[-0.412962962962963],[1],[0],[0],[2.4694596000481397],['button_correct'],524.7796337999171,525.7828176999465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(54 : 6) - 10 = 0 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,8,8,5,,,,,,,,,525.792796799913,,,,,,,,,,,,,,['button_incorrect'],"[2.298048400087282, 2.5892837001010776]",,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,525.783006099984,525.792796799913,528.3739982999396,"[-0.25462962962962965, -0.287962962962963]","[-0.4083333333333333, -0.4074074074074074]","[1, 1]","[0, 0]","[0, 0]","[2.298048400087282, 2.5892837001010776]",['button_incorrect'],528.3743868999882,529.3776666999329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
(25 : 5) + 5 = 9 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,9,9,6,,,,,,,,,529.3877782999771,,,,,,,,,,,,,,['button_incorrect'],[2.3884696000022814],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,3,,,,,,,,,,,,,,,,,,,,,,,,,529.3778519999469,529.3877782999771,531.768017699942,[-0.3509259259259259],[-0.39166666666666666],[1],[0],[0],[2.3884696000022814],['button_incorrect'],531.7683969999198,532.7717452999204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,550.9457474999363,,,,,,,,,,,,,,Eimer,10.54172550002113,,,,,,,,,,4.197296799975447,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9370856999885,550.9457474999363,550.9457474999363,561.4885894999607,return,10.54172550002113,None,Eimer,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,561.5009341998957,,,,,,,,,,,,,,Uhr,8.186494000023231,,,,,,,,,,6.4291380000067875,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.4905060000019,561.5009341998957,561.5009341998957,569.6970538999885,return,8.186494000023231,None,Uhr,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,569.7070194999687,,,,,,,,,,,,,,Kette,2.828469399944879,,,,,,,,,,1.1939506999915466,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.6983059999766,569.7070194999687,569.7070194999687,572.5390056999167,return,2.828469399944879,None,Kette,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,572.5496820999542,,,,,,,,,,,,,,Jacke,6.369736099964939,,,,,,,,,,3.835342300008051,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.5402451999253,572.5496820999542,572.5496820999542,578.9261328999419,return,6.369736099964939,None,Jacke,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,578.9373392999405,,,,,,,,,,,,,,Blume,12.310179300024174,,,,,,,,,,10.805062099942006,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9273753999732,578.9373392999405,578.9373392999405,591.2487654999131,return,12.310179300024174,None,Blume,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,591.2599872999126,,,,,,,,,,,,,,Würfel,20.747405100031756,,,,,,,,,,17.87460350000765,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.2500188999111,591.2599872999126,591.2599872999126,612.0165837999666,return,20.747405100031756,None,Würfel,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,612.0280490999576,,,,,,,,,,,,,,Löffel,10.227359500015154,,,,,,,,,,7.84327980002854,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0178644999396,612.0280490999576,612.0280490999576,622.260933799902,return,10.227359500015154,None,Löffel,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,622.2726552999811,,,,,,,,,,,,,,Hund,12.158744900021702,,,,,,,,,,9.875253100064583,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2621910999296,622.2726552999811,622.2726552999811,634.436978999991,return,12.158744900021702,None,Hund,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,634.4488990999525,,,,,,,,,,,,,,,[],,,,,,,,,,None,None,,,,,,,,,,,,,freeRecallSub,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.4382278999547,634.4488990999525,634.4488990999525,740.7475231999997,None,,,,[0.4981481481481482],[-0.38425925925925924],[1],[0],[0],[106.3049069000408],['button_continue'],,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,749.0533966999501,,,,,,,,,,756.8691943999147,757.3678279999876,,,,7.809855100000277,,,,,,,,,,None,None,,,,,,,,,,Würfel,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0444689999567,749.0533966999501,749.0533966999501,756.8661546999356,kalt,return,7.809855100000277,None,756.8665384999476,756.8757108999416,756.8757108999416,756.8690457999473,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,757.3777867999161,,,,,,,,,,763.6975416999776,764.196441499982,,,,6.3097431000787765,,,,,,,,,,None,None,,,,,,,,,,Bürste,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.3680710999761,757.3777867999161,757.3777867999161,763.6944985999726,kaputt,return,6.3097431000787765,None,763.694758299971,763.7040338999359,763.7040338999359,763.6974437999306,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,764.2063357000006,,,,,,,,,,768.4172743998934,768.9158103999216,,,,4.200953199993819,,,,,,,,,,None,None,,,,,,,,,,Schlüssel,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.1966845999705,764.2063357000006,764.2063357000006,768.4141163999448,verspielt,return,4.200953199993819,None,768.4143770999508,768.4237719998928,768.4237719998928,768.4171743999468,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,768.9257138998946,,,,,,,,,,773.5472749999026,774.0370079999557,,,,4.617456099949777,,,,,,,,,,None,None,,,,,,,,,,Uhr,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.9160584999481,768.9257138998946,768.9257138998946,773.545219099964,,return,4.617456099949777,None,773.5454822999891,773.554757899954,773.554757899954,773.547174599953,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,774.0470591998892,,,,,,,,,,777.6251954999752,778.1239246999612,,,,3.568251399905421,,,,,,,,,,None,None,,,,,,,,,,Tasse,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0372511999449,774.0470591998892,774.0470591998892,777.6221821999643,hohl,return,3.568251399905421,None,777.6224410999566,777.6317054999527,777.6317054999527,777.625093499897,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,778.1338772999588,,,,,,,,,,799.264398099971,799.763103999896,,,,21.121392200002447,,,,,,,,,,None,None,,,,,,,,,,Ring,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.1241680999519,778.1338772999588,778.1338772999588,799.2615097999806,kratzig,return,21.121392200002447,None,799.2617711999919,799.2710446999408,799.2710446999408,799.2642987999134,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,799.7731565999566,,,,,,,,,,805.5104566999944,806.0093798999442,,,,5.730154599994421,,,,,,,,,,None,None,,,,,,,,,,Buch,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.7633435999742,799.7731565999566,799.7731565999566,805.5077304999577,kurz,return,5.730154599994421,None,805.5079929999774,805.5172774998937,805.5172774998937,805.5103563999292,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,806.0193335999502,,,,,,,,,,818.0830620999914,818.5816291999072,,,,12.051795499981381,,,,,,,,,,None,None,,,,,,,,,,Blume,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0096233999357,806.0193335999502,806.0193335999502,818.0797293999931,dreckig,return,12.051795499981381,None,818.0799921998987,818.089421599987,818.089421599987,818.082958899904,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,818.59152919997,,,,,,,,,,821.8085688999854,822.3073796998942,,,,3.2076912000775337,,,,,,,,,,None,None,,,,,,,,,,Lampe,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.5818724998971,818.59152919997,818.59152919997,821.8055862999754,dunkel,return,3.2076912000775337,None,821.8058482999913,821.815209299908,821.815209299908,821.8084661999019,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,822.3173243999481,,,,,,,,,,824.8206955998903,825.3198080000002,,,,2.4979088000254706,,,,,,,,,,None,None,,,,,,,,,,Vase,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.3076195999747,822.3173243999481,822.3173243999481,824.8179871999891,matt,return,2.4979088000254706,None,824.8182467999868,824.827599799959,824.827599799959,824.8205953999422,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,825.3297514999285,,,,,,,,,,829.4196008999133,829.9185406999895,,,,4.077480099978857,,,,,,,,,,None,None,,,,,,,,,,Kiste,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.320053699892,825.3297514999285,825.3297514999285,829.4167606999399,groß,return,4.077480099978857,None,829.4170208999421,829.4265948999673,829.4265948999673,829.4195010999683,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,829.9285438999068,,,,,,,,,,838.1659425999969,838.6645334999776,,,,8.230706800008193,,,,,,,,,,None,None,,,,,,,,,,Kerze,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.918777099927,829.9285438999068,829.9285438999068,838.1629298999906,robust,return,8.230706800008193,None,838.1631963999243,838.1725815999089,838.1725815999089,838.1658427999355,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,838.6745767999673,,,,,,,,,,843.8292834999738,844.3279149999144,,,,5.148622500011697,,,,,,,,,,None,None,,,,,,,,,,Schere,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.6647783999797,838.6745767999673,838.6745767999673,843.8262943999143,schwer,return,5.148622500011697,None,843.8265574999386,843.8359564999118,843.8359564999118,843.8291836999124,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,844.3379709000001,,,,,,,,,,846.8620116999373,847.3606522999471,,,,2.5171261999057606,,,,,,,,,,None,None,,,,,,,,,,Jacke,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.3281530999811,844.3379709000001,844.3379709000001,846.8589868999552,nass,return,2.5171261999057606,None,846.8592466999544,846.8685356999049,846.8685356999049,846.8619053999428,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,847.3705951999873,,,,,,,,,,853.2684044999769,853.7670696999412,,,,5.892666399944574,,,,,,,,,,None,None,,,,,,,,,,Socke,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.3608950999333,847.3705951999873,847.3705951999873,853.2654057999607,biegsam,return,5.892666399944574,None,853.2656656999607,853.274909199914,853.274909199914,853.2683043999132,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,853.7770230999449,,,,,,,,,,858.6909572998993,859.1897056999151,,,,4.902117899968289,,,,,,,,,,None,None,,,,,,,,,,Fahrrad,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.7673106999137,853.7770230999449,853.7770230999449,858.6878611999564,strahlend,return,4.902117899968289,None,858.6881233999738,858.6975303998915,858.6975303998915,858.6908557999413,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,859.1996523999842,,,,,,,,,,868.8521604998969,869.3414951999439,,,,9.647572599933483,,,,,,,,,,None,None,,,,,,,,,,Brille,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.1899469998898,859.1996523999842,859.1996523999842,868.8498625999782,,return,9.647572599933483,None,868.8501470999327,868.8593263999792,868.8593263999792,868.8520577999298,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,869.3514642999507,,,,,,,,,,875.2593558999943,875.7489335999126,,,,5.903662399970926,,,,,,,,,,None,None,,,,,,,,,,Eimer,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.3417362999171,869.3514642999507,869.3514642999507,875.2573070999933,,return,5.903662399970926,None,875.2575679000001,875.2668169999961,875.2668169999961,875.2592553999275,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,875.7588884999277,,,,,,,,,,880.892517899978,881.3819843999809,,,,5.128214900032617,,,,,,,,,,None,None,,,,,,,,,,Löffel,,,cuedRecallAdj,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.7491741999984,875.7588884999277,875.7588884999277,880.8905667999061,,return,5.128214900032617,None,880.8908301999327,880.9000655999407,880.9000655999407,880.8924163999036,,None,,,,,3,2023-11-21_10h05.06.768,watkins1,2023.2.3,99.72983182532572,2,2023-11-21 10h05.13.337165 +0000,
