Equation,CorrectResponse,Correctbutton,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,thisRow.t,notes,list_sub_restudy,list_sub_testsub,code_marius.started,code_marius.stopped,welcome.started,welcome.stopped,instruction_study.started,instruction_study.stopped,fixationcross.started,fixationcross.stopped,blanc.started,blanc.stopped,study_control_probe.started,study_control_probe.stopped,responseKey,responseTime,scale_answer_2.keys,study_control_probe_2.started,study_control_probe_2.stopped,scale_answer_3.keys,blanc_2.started,blanc_2.stopped,test_attr_probe.started,test_attr_probe.stopped,recalled_attr,firstKeyTime,secondWordTime,blanc_3.started,blanc_3.stopped,test_sub_probe.started,test_sub_probe.stopped,recalled_sub,instruction_probe_end.started,instruction_probe_end.stopped,study.started,study.stopped,substantive,adjective,wordpair,task,condition,liste_sub_phase1,liste_adj_phase1,scale_answer.keys,scale_answer.rt,scale_answer.duration,code_defineWordsInit.started,code_defineWordsInit.stopped,liste_sub_phase2,study_control.started,study_control.stopped,scale_answer_4.keys,restudy_same.started,restudy_same.stopped,scale_answer_5.keys,scale_answer_5.rt,scale_answer_5.duration,restudy_different.started,restudy_different.stopped,scale_answer_6.keys,test_attr.started,test_attr.stopped,test_sub.started,test_sub.stopped,correct,distractortask.started,equation_text.started,distractortask.stopped,mouse_answer.x,mouse_answer.y,mouse_answer.leftButton,mouse_answer.midButton,mouse_answer.rightButton,mouse_answer.time,mouse_answer.clicked_name,feedback_distractortask.started,feedback_distractortask.stopped,free_recall.started,text_enter.started,key_resp.started,free_recall.stopped,key_resp.keys,key_resp.rt,key_resp.duration,free_recalled_sub,mouse_continue.x,mouse_continue.y,mouse_continue.leftButton,mouse_continue.midButton,mouse_continue.rightButton,mouse_continue.time,mouse_continue.clicked_name,cued_recall.started,text_enter_2.started,key_continue.started,cued_recall.stopped,recalled_attr1,key_continue.keys,key_continue.rt,key_continue.duration,cued_recall_2.started,text_enter_3.started,key_continue_2.started,cued_recall_2.stopped,recalled_attr2,key_continue_2.keys,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,condition,date,expName,psychopyVersion,frameRate,participant,expStart,
(4 : 2) + 4 = 6 ,Correct,button_correct,,,,,,,,,,,,,0,2,2,1,,,,,,,,,484.0729503999464,,,,,,,,,,,,,,,,['button_correct'],[2.2570942998863757],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,484.0631455001421,484.0729503999464,486.32272010017186,[0.29259259259259257],[-0.38796296296296295],[1],[0],[0],[2.2570942998863757],['button_correct'],486.32310289982706,487.3262446001172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(54 : 6) - 10 = 0 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,3,3,5,,,,,,,,,487.3362452001311,,,,,,,,,,,,,,,,['button_incorrect'],[3.784026799723506],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,487.326434600167,487.3362452001311,491.1121984999627,[-0.3138888888888889],[-0.3861111111111111],[1],[0],[0],[3.784026799723506],['button_incorrect'],491.1125787999481,492.1158353998326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(2 x 5) + 3 = 13 ,Correct,button_correct,,,,,,,,,,,,,0,4,4,2,,,,,,,,,492.1258311998099,,,,,,,,,,,,,,,,['button_correct'],[1.8863715999759734],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,492.1160213998519,492.1258311998099,494.00409530010074,[0.29444444444444445],[-0.40555555555555556],[1],[0],[0],[1.8863715999759734],['button_correct'],494.00448390003294,495.00750810001045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(25 : 5) + 5 = 9 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,5,5,6,,,,,,,,,495.0174094000831,,,,,,,,,,,,,,,,['button_incorrect'],"[2.1375166000798345, 2.4386319001205266, 2.809982500039041]",,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,495.0076977000572,495.0174094000831,497.81938729994,"[-0.25555555555555554, -0.2740740740740741, -0.28888888888888886]","[-0.412962962962963, -0.4111111111111111, -0.4101851851851852]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.1375166000798345, 2.4386319001205266, 2.809982500039041]",['button_incorrect'],497.8198127998039,498.8231122000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(7 x 6) + 9 = 48 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,6,6,9,,,,,,,,,498.8330502999015,,,,,,,,,,,,,,,,['button_incorrect'],[4.937361400108784],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,498.8233118997887,498.8330502999015,503.7634533997625,[-0.39351851851851855],[-0.4027777777777778],[1],[0],[0],[4.937361400108784],['button_incorrect'],503.76384280016646,504.7671353002079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(40 : 5) + 8 = 15 ,Incorrect,button_incorrect,,,,,,,,,,,,,0,7,7,7,,,,,,,,,504.7771275998093,,,,,,,,,,,,,,,,['button_incorrect'],[2.3777505001053214],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,504.76732310000807,504.7771275998093,507.14695279998705,[-0.2814814814814815],[-0.39537037037037037],[1],[0],[0],[2.3777505001053214],['button_incorrect'],507.1473329998553,508.1507255001925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(80 : 10) + 9 = 17 ,Correct,button_correct,,,,,,,,,,,,,0,8,8,3,,,,,,,,,508.1606947002001,,,,,,,,,,,,,,,,['button_correct'],[2.819663400296122],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,508.15091289998963,508.1606947002001,510.97256209980696,[0.36574074074074076],[-0.40370370370370373],[1],[0],[0],[2.819663400296122],['button_correct'],510.9729515002109,511.97600980009884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
(28 : 7) - 3 = 1 ,Correct,button_correct,,,,,,,,,,,,,0,9,9,0,,,,,,,,,511.9859343999997,,,,,,,,,,,,,,,,['button_correct'],[2.7997870999388397],,,,,,,,,,,,,,,,,,,,,,,,distractorTask,2,,,,,,,,,,,,,,,,,,,,,,,,,511.9761998001486,511.9859343999997,514.7776890997775,[0.3712962962962963],[-0.375],[1],[0],[0],[2.7997870999388397],['button_correct'],514.7780753001571,515.7814286998473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,542.780265300069,,,,,,,,,,,,,,,,Hut,8.205631999764591,,,,,,,,,,4.739181000273675,6.978575200308114,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.7713704998605,542.780265300069,542.780265300069,550.9943944998085,return,8.205631999764591,None,Hut,"[-0.03796296296296296, -0.04351851851851852, -0.037037037037037035]","[0.030555555555555555, 0.03611111111111111, 0.046296296296296294]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.3887399998493493, 3.5237175999209285, 3.8950825999490917]",[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,551.0063394000754,,,,,,,,,,,,,,,,nass,1.6434602998197079,,,,,,,,,,0.5035361000336707,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9962356998585,551.0063394000754,551.0063394000754,552.6544022001326,return,1.6434602998197079,None,nass,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,552.6648305999115,,,,,,,,,,,,,,,,Vase,2.0489691998809576,,,,,,,,,,0.4711764003150165,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6556496000849,552.6648305999115,552.6648305999115,554.723145400174,return,2.0489691998809576,None,Vase,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,554.7337496997789,,,,,,,,,,,,,,,,Blume,3.2520426004193723,,,,,,,,,,0.20038049994036555,0.9633693001233041,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.7244053999893,554.7337496997789,554.7337496997789,557.9871748001315,return,3.2520426004193723,None,Blume,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,557.9980469001457,,,,,,,,,,,,,,,,flauschig,4.443842799868435,,,,,,,,,,2.511557299643755,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.9884486999363,557.9980469001457,557.9980469001457,562.4481287999079,return,4.443842799868435,None,flauschig,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,562.4597760001197,,,,,,,,,,,,,,,,groß,2.029989200178534,,,,,,,,,,0.5539013999514282,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.449394499883,562.4597760001197,562.4597760001197,564.499380600173,return,2.029989200178534,None,groß,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,564.5108361998573,,,,,,,,,,,,,,,,klein,1.274968400131911,,,,,,,,,,0.37269350001588464,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.5006500999443,564.5108361998573,564.5108361998573,565.787178600207,return,1.274968400131911,None,klein,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,565.7989374999888,,,,,,,,,,,,,,,,kaputt,1.514829299878329,,,,,,,,,,0.3433375000022352,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.7884426000528,565.7989374999888,565.7989374999888,567.3165686000139,return,1.514829299878329,None,kaputt,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,567.3289208998904,,,,,,,,,,,,,,,,Schlüssel,3.7609076001681387,,,,,,,,,,0.6456109001301229,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.317832000088,567.3289208998904,567.3289208998904,571.0961201000027,return,3.7609076001681387,None,Schlüssel,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,571.1084317998029,,,,,,,,,,,,,,,,Hohl,2.493223200086504,,,,,,,,,,0.2839521998539567,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.0973852002062,571.1084317998029,571.1084317998029,573.6101858997717,return,2.493223200086504,None,Hohl,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,573.621991999913,,,,,,,,,,,,,,,,Tasche,12.93179800035432,,,,,,,,,,11.45813410030678,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.6114607001655,573.621991999913,573.621991999913,586.5558926002122,return,12.93179800035432,None,Tasche,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,586.5684611001052,,,,,,,,,,,,,,,,gepunktet,2.8893847996369004,,,,,,,,,,0.6562781999818981,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.557165000122,586.5684611001052,586.5684611001052,589.4623754001223,return,2.8893847996369004,None,gepunktet,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,589.4748129998334,,,,,,,,,,,,,,,,Hund,25.158948599826545,,,,,,,,,,24.31095640035346,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.4636491001584,589.4748129998334,589.4748129998334,614.6381219001487,return,25.158948599826545,None,Hund,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,614.6514023998752,,,,,,,,,,,,,,,,Katze,1.3663046001456678,,,,,,,,,,0.4466950003989041,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.6394254001789,614.6514023998752,614.6514023998752,616.0201587001793,return,1.3663046001456678,None,Katze,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,616.0336559000425,,,,,,,,,,,,,,,,elegant,16.832173799630255,,,,,,,,,,15.588133100420237,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0214237999171,616.0336559000425,616.0336559000425,632.8744767000899,return,16.832173799630255,None,elegant,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,632.887433799915,,,,,,,,,,,,,,,,dunkel,9.96230569994077,,,,,,,,,,8.900361699983478,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.8757469998673,632.887433799915,632.887433799915,642.850481600035,return,9.96230569994077,None,dunkel,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,642.8640231997706,,,,,,,,,,,,,,,,kamerKamera,51.16169579979032,,,,,,,,,,42.44659649999812,43.63137779990211,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8517534998246,642.8640231997706,642.8640231997706,694.0333309997804,return,51.16169579979032,None,kamerKamera,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,694.0470998999663,,,,,,,,,,,,,,,,kalt,1.0505435997620225,,,,,,,,,,0.4073653002269566,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.0346133001149,694.0470998999663,694.0470998999663,695.1046612001956,return,1.0505435997620225,None,kalt,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,695.1184610999189,,,,,,,,,,,,,,,,glänzend,26.147175900172442,,,,,,,,,,18.178911000024527,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.1059175999835,695.1184610999189,695.1184610999189,721.2673896001652,return,26.147175900172442,None,glänzend,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,721.2819559997879,,,,,,,,,,,,,,,,robust,42.66365040000528,,,,,,,,,,41.35465899994597,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.2686763000675,721.2819559997879,721.2819559997879,763.9488109000959,return,42.66365040000528,None,robust,"[-0.5916666666666667, -0.08611111111111111]","[-0.10833333333333334, 0.03333333333333333]","[1, 1]","[0, 0]","[0, 0]","[6.497395399957895, 15.854672399815172]",[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,763.9635100997984,,,,,,,,,,,,,,,,breit,45.63000070024282,,,,,,,,,,43.724738200195134,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.9501535999589,763.9635100997984,763.9635100997984,809.6025558998808,return,45.63000070024282,None,breit,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,809.6170540000312,,,,,,,,,,,,,,,,,[],,,,,,,,,,None,None,,,,,,,,,,,,,freeRecallSub,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.6040166998282,809.6170540000312,809.6170540000312,842.1022927998565,None,,,,[0.25462962962962965],[-0.40555555555555556],[1],[0],[0],[32.49141029966995],"['button_continue', 'continue_text']",,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,859.5431242999621,,,,,,,,,,,,865.4305481999181,865.9289901000448,,,,5.88231910020113,,,,,,,,,,None,None,,,,,,,,,,Blume,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.534086599946,859.5431242999621,859.5431242999621,865.4275066000409,bunt,return,5.88231910020113,None,865.427903899923,865.43706749985,865.43706749985,865.4303946001455,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,865.9390107002109,,,,,,,,,,,,899.1860972000286,899.6849853000604,,,,33.23849029978737,,,,,,,,,,None,None,,,,,,,,,,Buch,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.9292330997996,865.9390107002109,865.9390107002109,899.1833659000695,dick,return,33.23849029978737,None,899.1836430998519,899.1929000997916,899.1929000997916,899.185994700063,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,899.6949297999963,,,,,,,,,,,,903.3931765998714,903.8917462001555,,,,3.6906037000007927,,,,,,,,,,None,None,,,,,,,,,,Trommel,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.6852294998243,899.6949297999963,899.6949297999963,903.3902838001959,laut,return,3.6906037000007927,None,903.3905539000407,903.3999040001072,903.3999040001072,903.393074200023,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,903.9016578998417,,,,,,,,,,,,912.2294713999145,912.7277343999594,,,,8.323803400155157,,,,,,,,,,None,None,,,,,,,,,,Löffel,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.891992600169,903.9016578998417,903.9016578998417,912.2263504001312,biegig,return,8.323803400155157,None,912.2266171001829,912.2357820998877,912.2357820998877,912.2293702000752,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,912.7377201002091,,,,,,,,,,,,932.5219327998348,933.0204412001185,,,,19.77579140011221,,,,,,,,,,None,None,,,,,,,,,,Geige,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.7279783999547,912.7377201002091,912.7377201002091,932.5189096997492,flach,return,19.77579140011221,None,932.5192005997524,932.5284047997557,932.5284047997557,932.5218309997581,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,933.0303605999798,,,,,,,,,,,,937.3409891999327,937.8398885000497,,,,4.307057099882513,,,,,,,,,,None,None,,,,,,,,,,Eimer,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.0206781001762,933.0303605999798,933.0303605999798,937.3381475000642,lang,return,4.307057099882513,None,937.3384150997736,937.3478160998784,937.3478160998784,937.340887799859,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,937.8498307000846,,,,,,,,,,,,939.6904637999833,940.1892397999763,,,,1.8315673000179231,,,,,,,,,,None,None,,,,,,,,,,Hut,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.8401362001896,937.8498307000846,937.8498307000846,939.6877517998219,nass,return,1.8315673000179231,None,939.6880183001049,939.6973092001863,939.6973092001863,939.6903598997742,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,940.1992450999096,,,,,,,,,,,,949.6211135000922,950.1196289998479,,,,9.418219400104135,,,,,,,,,,None,None,,,,,,,,,,Tasche,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.1894808001816,940.1992450999096,940.1992450999096,949.6180548998527,kratzend,return,9.418219400104135,None,949.6183242998086,949.6275295000523,949.6275295000523,949.6210125000216,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,950.129579000175,,,,,,,,,,,,952.4824688001536,952.9716440001503,,,,2.343820400070399,,,,,,,,,,None,None,,,,,,,,,,Schlüssel,,,cuedRecallAdj,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.1198697001673,950.129579000175,950.129579000175,952.4795295000076,hohl,return,2.343820400070399,None,952.4797962000594,952.489063099958,952.489063099958,952.4823663998395,,None,,,,,2,2023-12-11_13h35.59.746,watkins1,2023.2.3,99.77689892077603,58,2023-12-11 13h36.06.638189 +0000,
