ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
11	81	4.156000	Blume	posPrime	44	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	10	3.646000	böse	IATneg	45	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	87	3.089000	Umarmung	MemTestPos	46	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	28	5.530000	Angst	MemTestNeg	47	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	95	3.779000	Kuss	posPrime	48	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	63	4.355000	Bargeld	MemTestPos	49	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	9	11.909000	töten	MemTestNeg	50	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	26	4.444000	schrecklich	IATneg	51	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	13	3.595000	Verbrechen	MemTestNeg	52	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	47	4.461000	Welpe	posPrime	53	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	72	3.678000	Feier	posPrime	54	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	95	3.605000	glücklich	posPrime	55	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	8	4.831000	Leiche	negPrime	56	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	67	5.111000	Süßigkeiten	MemTestPos	57	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	89	3.022000	wundervoll	IATpos	58	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	89	4.859000	Geschenk	posPrime	59	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	91	5.281000	Sonnenschein	MemTestPos	60	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
