4,7,18,ec,3,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,9220.bmp,0.069,B   R   O   F,D   W   A   P,W   A   N   S,B   O   L   F,yes,no,no,no,
4,7,19,ec,4,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,5994.bmp,0.069,S   P   A   W,B   O   L   F,B   R   O   F,S   N   A   W,no,yes,no,no,
4,7,20,ec,1,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,9435.bmp,0.069,S   P   A   W,S   N   A   W,J   O   R   B,B   O   L   F,no,no,yes,no,
4,8,1,ec,8,positive,F   O   R   B,maske_1.bmp,maske_2.bmp,8470.bmp,0.069,W   A   D   S,P   A   N   S,F   O   R   B,B   O   R   L,no,no,no,yes,
4,8,2,ec,2,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,6530.bmp,0.069,B   R   O   F,W   A   N   S,J   O   R   B,W   A   D   S,no,no,yes,no,
4,8,3,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,7330.bmp,0.5,H   Y   V   Z,T   E   H   V,K   I   G   M,G   M   U   X,no,no,yes,no,
4,8,4,ec,3,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,9102.bmp,0.069,B   O   L   F,F   O   R   B,D   W   A   P,S   N   A   W,no,yes,no,no,
4,8,5,ec,3,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2071.bmp,0.069,F   R   O   L,J   O   R   F,S   W   A   P,S   N   A   W,yes,no,no,no,
4,8,6,ec,5,negative,S   W   A   P,maske_1.bmp,maske_2.bmp,9404.bmp,0.069,F   L   O   R,J   O   R   B,S   W   A   P,P   A   N   S,no,yes,no,no,
4,8,7,ec,6,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,5994.bmp,0.069,W   A   D   S,F   R   O   L,J   O   R   B,S   W   A   P,no,yes,no,no,
4,8,8,ec,4,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,6838.bmp,0.069,D   W   A   P,J   O   R   F,B   O   R   L,S   P   A   W,no,yes,no,no,
4,8,9,ec,4,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,2311.bmp,0.069,B   R   O   F,B   O   L   F,P   A   N   D,D   W   A   P,no,yes,no,no,
4,8,10,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,1463.bmp,0.5,H   Y   V   Z,G   M   U   X,K   I   G   M,T   E   H   V,no,yes,no,no,
4,8,11,ec,6,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,3160.bmp,0.069,P   A   N   S,J   O   R   F,F   R   O   L,W   A   D   S,no,yes,no,no,
4,8,12,ec,1,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,2040.bmp,0.069,S   P   A   W,B   O   L   F,B   O   R   L,W   A   N   S,no,yes,no,no,
4,8,13,ec,5,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,4606.bmp,0.069,P   A   N   S,S   P   A   W,F   L   O   R,J   O   R   F,no,yes,no,no,
4,8,14,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,9050.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,no,no,yes,
4,8,15,ec,8,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9280.bmp,0.069,B   O   R   L,W   A   N   S,F   O   R   B,S   W   A   P,no,no,no,yes,
4,8,16,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,9180.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,yes,no,no,
4,8,17,ec,7,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,6831.bmp,0.069,B   O   L   F,P   A   N   D,S   P   A   W,F   R   O   L,no,yes,no,no,
4,8,18,ec,7,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,8080.bmp,0.069,S   N   A   W,B   R   O   F,F   L   O   R,P   A   N   D,no,no,yes,no,
4,8,19,ec,1,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,9920.bmp,0.069,P   A   N   D,S   N   A   W,F   L   O   R,B   R   O   F,yes,no,no,no,
4,8,20,ec,2,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,4220.bmp,0.069,D   W   A   P,W   A   N   S,J   O   R   B,F   O   R   B,no,no,yes,no,
4,9,1,ec,1,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,5830.bmp,0.069,J   O   R   F,B   O   R   L,S   P   A   W,W   A   D   S,no,yes,no,no,
4,9,2,ec,2,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,1999.bmp,0.069,F   L   O   R,P   A   N   D,J   O   R   B,P   A   N   S,no,yes,no,no,
4,9,3,ec,6,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,2141.bmp,0.069,S   P   A   W,F   O   R   B,P   A   N   S,B   R   O   F,no,no,no,yes,
4,9,4,ec,3,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,5994.bmp,0.069,S   W   A   P,J   O   R   F,B   R   O   F,S   N   A   W,no,yes,no,no,
4,9,5,ec,8,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9430.bmp,0.069,W   A   N   S,J   O   R   F,P   A   N   D,B   O   L   F,no,yes,no,no,
4,9,6,ec,5,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,2750.bmp,0.069,B   R   O   F,S   W   A   P,J   O   R   B,S   N   A   W,no,yes,no,no,
4,9,7,ec,6,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,8540.bmp,0.069,D   W   A   P,P   A   N   D,F   R   O   L,J   O   R   B,no,no,no,yes,
4,9,8,ec,4,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,4606.bmp,0.069,S   W   A   P,F   O   R   B,B   O   L   F,S   P   A   W,no,yes,no,no,
4,9,9,ec,1,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,3160.bmp,0.069,S   W   A   P,F   O   R   B,S   N   A   W,F   L   O   R,no,yes,no,no,
4,9,10,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,3550.bmp,0.5,G   M   U   X,T   E   H   V,K   I   G   M,H   Y   V   Z,no,yes,no,no,
4,9,11,ec,2,negative,W   A   D   S,maske_2.bmp,maske_1.bmp,9000.bmp,0.069,W   A   D   S,J   O   R   B,D   W   A   P,F   L   O   R,no,yes,no,no,
4,9,12,ec,8,positive,F   O   R   B,maske_1.bmp,maske_2.bmp,8170.bmp,0.069,F   O   R   B,S   N   A   W,D   W   A   P,B   O   L   F,no,yes,no,no,
4,9,13,ec,7,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,6530.bmp,0.069,B   O   L   F,P   A   N   D,W   A   N   S,B   O   R   L,no,yes,no,no,
4,9,14,ec,4,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,2710.bmp,0.069,S   P   A   W,J   O   R   F,P   A   N   S,F   R   O   L,no,yes,no,no,
4,9,15,ec,7,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,5594.bmp,0.069,W   A   N   S,B   R   O   F,P   A   N   S,F   R   O   L,no,no,no,yes,
4,9,16,ec,3,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,6831.bmp,0.069,W   A   D   S,F   R   O   L,D   W   A   P,B   O   R   L,no,no,no,yes,
4,9,17,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,9630.bmp,0.5,T   E   H   V,H   Y   V   Z,G   M   U   X,K   I   G   M,no,yes,no,no,
4,9,18,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,4220.bmp,0.5,G   M   U   X,T   E   H   V,K   I   G   M,H   Y   V   Z,yes,no,no,no,
4,9,19,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,8370.bmp,0.5,T   E   H   V,G   M   U   X,K   I   G   M,H   Y   V   Z,no,no,yes,no,
4,9,20,ec,5,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,7230.bmp,0.069,W   A   N   S,W   A   D   S,B   O   R   L,F   L   O   R,no,no,no,yes,
4,10,1,ec,6,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,9400.bmp,0.069,J   O   R   B,P   A   N   D,B   O   R   L,P   A   N   S,no,yes,no,no,
4,10,2,ec,3,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,5830.bmp,0.069,P   A   N   S,S   W   A   P,B   R   O   F,J   O   R   F,no,yes,no,no,
4,10,3,ec,2,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,2050.bmp,0.069,S   N   A   W,F   L   O   R,P   A   N   D,J   O   R   B,no,no,yes,no,
4,10,4,ec,1,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,8370.bmp,0.069,B   O   L   F,W   A   D   S,D   W   A   P,B   O   R   L,no,no,no,yes,
4,10,5,ec,2,negative,W   A   D   S,maske_2.bmp,maske_1.bmp,3550.bmp,0.069,W   A   D   S,J   O   R   B,D   W   A   P,F   R   O   L,no,yes,no,no,
4,10,6,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,6530.bmp,0.5,T   E   H   V,H   Y   V   Z,G   M   U   X,K   I   G   M,no,yes,no,no,
4,10,7,ec,8,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,2340.bmp,0.069,F   O   R   B,D   W   A   P,B   O   R   L,P   A   N   S,no,no,yes,no,
4,10,8,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,8170.bmp,0.5,H   Y   V   Z,K   I   G   M,T   E   H   V,G   M   U   X,no,yes,no,no,
4,10,9,ec,5,negative,S   W   A   P,maske_1.bmp,maske_2.bmp,3160.bmp,0.069,S   N   A   W,F   L   O   R,F   O   R   B,S   W   A   P,no,no,no,yes,
4,10,10,ec,7,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,2276.bmp,0.069,F   L   O   R,B   R   O   F,P   A   N   D,S   W   A   P,no,yes,no,no,
4,10,11,ec,1,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,1525.bmp,0.069,J   O   R   F,B   R   O   F,S   N   A   W,P   A   N   S,no,yes,no,no,
4,10,12,ec,4,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,1710.bmp,0.069,W   A   D   S,B   O   L   F,S   W   A   P,F   O   R   B,no,yes,no,no,
4,10,13,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,5994.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,no,yes,no,no,
4,10,14,ec,5,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,2208.bmp,0.069,W   A   N   S,S   P   A   W,F   L   O   R,J   O   R   F,no,yes,no,no,
4,10,15,ec,8,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,6242.bmp,0.069,B   O   R   L,W   A   N   S,B   O   L   F,S   P   A   W,no,yes,no,no,
4,10,16,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,2900.bmp,0.5,K   I   G   M,G   M   U   X,T   E   H   V,H   Y   V   Z,yes,no,no,no,
4,10,17,ec,3,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,9050.bmp,0.069,J   O   R   F,B   O   L   F,W   A   D   S,D   W   A   P,yes,no,no,no,
4,10,18,ec,6,positive,F   R   O   L,maske_1.bmp,maske_2.bmp,2660.bmp,0.069,P   A   N   D,J   O   R   B,F   R   O   L,S   P   A   W,no,yes,no,no,
4,10,19,ec,7,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,7502.bmp,0.069,W   A   N   S,B   R   O   F,F   R   O   L,S   N   A   W,no,yes,no,no,
4,10,20,ec,4,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,9331.bmp,0.069,S   P   A   W,F   R   O   L,F   O   R   B,W   A   N   S,no,no,yes,no,
