1,0,78010,20,916731,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,21,957125,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,22,994949,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,23,1032797,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,24,1083555,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,25,1124001,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,26,1161845,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,27,1199653,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,28,1239584,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,29,1280746,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,30,1318609,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,31,1356487,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,32,1398623,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,33,1440278,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,34,1478311,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,35,1516189,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,36,1558723,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,37,1599775,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,38,1637878,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,39,1675806,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,40,1717314,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,41,1759802,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,42,1797844,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,43,1835770,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,44,1899383,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,45,1939198,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,46,1977205,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,47,2015270,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
"Olchimeter airflow stopped."
"Olchimeter airflow started.","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 2","Closed single Channel 2","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 5","Closed single Channel 5","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 1","Closed single Channel 1","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 4","Closed single Channel 4","Opened single Channel 6"
"Closed single Channel 6","Olchimeter airflow stopped."
